Time[s] Mass[kg] Fuel[kg] FuelUsage[kg/s] Posx(t)[m] Posy(t)[m] Posz(t)[m] Velx(t)[m/s] Vely(t)[m/s] Velz(t)[m/s] EngineFx[N] EngineFy[N] EngineFz[N] NetFx[N] NetFy[N] NetFz[N] EKinx[J] EKiny[J] EKinz[J] EPotx[J] EPoty[J] EPotz[J] Method
380 10000 0 0 10129777.11 0 0 8885.964051 0 0 0 0 0 -38903.74793 0 0 44429820.25 0 0 -3.937405223e+11 0 0 3
381 10000 0 0 10138661.13 0 0 8882.0805 0 0 0 0 0 -38835.50926 0 0 44410402.5 0 0 -3.933950527e+11 0 0 3
382 10000 0 0 10147541.27 0 0 8878.203752 0 0 0 0 0 -38767.47969 0 0 44391018.76 0 0 -3.930503395e+11 0 0 3
383 10000 0 0 10156417.54 0 0 8874.333786 0 0 0 0 0 -38699.65831 0 0 44371668.93 0 0 -3.9270638e+11 0 0 3
384 10000 0 0 10165289.94 0 0 8870.470582 0 0 0 0 0 -38632.04422 0 0 44352352.91 0 0 -3.923631717e+11 0 0 3
385 10000 0 0 10174158.49 0 0 8866.614118 0 0 0 0 0 -38564.63652 0 0 44333070.59 0 0 -3.920207118e+11 0 0 3
386 10000 0 0 10183023.18 0 0 8862.764375 0 0 0 0 0 -38497.43429 0 0 44313821.87 0 0 -3.916789978e+11 0 0 3
387 10000 0 0 10191884.02 0 0 8858.921331 0 0 0 0 0 -38430.43665 0 0 44294606.65 0 0 -3.913380271e+11 0 0 3
388 10000 0 0 10200741.02 0 0 8855.084967 0 0 0 0 0 -38363.64271 0 0 44275424.83 0 0 -3.909977971e+11 0 0 3
389 10000 0 0 10209594.19 0 0 8851.255262 0 0 0 0 0 -38297.05159 0 0 44256276.31 0 0 -3.906583052e+11 0 0 3
390 10000 0 0 10218443.54 0 0 8847.432195 0 0 0 0 0 -38230.66241 0 0 44237160.98 0 0 -3.903195489e+11 0 0 3
391 10000 0 0 10227289.06 0 0 8843.615748 0 0 0 0 0 -38164.47429 0 0 44218078.74 0 0 -3.899815256e+11 0 0 3
392 10000 0 0 10236130.77 0 0 8839.805899 0 0 0 0 0 -38098.48637 0 0 44199029.5 0 0 -3.896442328e+11 0 0 3
393 10000 0 0 10244968.68 0 0 8836.002629 0 0 0 0 0 -38032.69777 0 0 44180013.15 0 0 -3.89307668e+11 0 0 3
394 10000 0 0 10253802.78 0 0 8832.205919 0 0 0 0 0 -37967.10766 0 0 44161029.59 0 0 -3.889718286e+11 0 0 3
395 10000 0 0 10262633.09 0 0 8828.415747 0 0 0 0 0 -37901.71515 0 0 44142078.74 0 0 -3.886367122e+11 0 0 3
396 10000 0 0 10271459.61 0 0 8824.632095 0 0 0 0 0 -37836.51942 0 0 44123160.48 0 0 -3.883023162e+11 0 0 3
397 10000 0 0 10280282.36 0 0 8820.854943 0 0 0 0 0 -37771.51961 0 0 44104274.72 0 0 -3.879686383e+11 0 0 3
398 10000 0 0 10289101.33 0 0 8817.084272 0 0 0 0 0 -37706.71489 0 0 44085421.36 0 0 -3.876356759e+11 0 0 3
399 10000 0 0 10297916.53 0 0 8813.320061 0 0 0 0 0 -37642.10442 0 0 44066600.31 0 0 -3.873034265e+11 0 0 3
400 10000 0 0 10306727.97 0 0 8809.562293 0 0 0 0 0 -37577.68736 0 0 44047811.46 0 0 -3.869718878e+11 0 0 3
401 10000 0 0 10315535.66 0 0 8805.810946 0 0 0 0 0 -37513.46289 0 0 44029054.73 0 0 -3.866410573e+11 0 0 3
402 10000 0 0 10324339.6 0 0 8802.066003 0 0 0 0 0 -37449.4302 0 0 44010330.02 0 0 -3.863109326e+11 0 0 3
403 10000 0 0 10333139.79 0 0 8798.327444 0 0 0 0 0 -37385.58846 0 0 43991637.22 0 0 -3.859815112e+11 0 0 3
404 10000 0 0 10341936.25 0 0 8794.595251 0 0 0 0 0 -37321.93686 0 0 43972976.25 0 0 -3.856527909e+11 0 0 3
405 10000 0 0 10350728.99 0 0 8790.869403 0 0 0 0 0 -37258.47459 0 0 43954347.02 0 0 -3.853247692e+11 0 0 3
406 10000 0 0 10359518 0 0 8787.149883 0 0 0 0 0 -37195.20086 0 0 43935749.42 0 0 -3.849974437e+11 0 0 3
407 10000 0 0 10368303.29 0 0 8783.436672 0 0 0 0 0 -37132.11485 0 0 43917183.36 0 0 -3.84670812e+11 0 0 3
408 10000 0 0 10377084.87 0 0 8779.72975 0 0 0 0 0 -37069.21578 0 0 43898648.75 0 0 -3.843448719e+11 0 0 3
409 10000 0 0 10385862.75 0 0 8776.0291 0 0 0 0 0 -37006.50286 0 0 43880145.5 0 0 -3.84019621e+11 0 0 3
410 10000 0 0 10394636.93 0 0 8772.334702 0 0 0 0 0 -36943.9753 0 0 43861673.51 0 0 -3.836950569e+11 0 0 3
411 10000 0 0 10403407.42 0 0 8768.646539 0 0 0 0 0 -36881.63231 0 0 43843232.7 0 0 -3.833711774e+11 0 0 3
412 10000 0 0 10412174.23 0 0 8764.964592 0 0 0 0 0 -36819.47313 0 0 43824822.96 0 0 -3.830479801e+11 0 0 3
413 10000 0 0 10420937.36 0 0 8761.288842 0 0 0 0 0 -36757.49697 0 0 43806444.21 0 0 -3.827254627e+11 0 0 3
414 10000 0 0 10429696.81 0 0 8757.619272 0 0 0 0 0 -36695.70307 0 0 43788096.36 0 0 -3.82403623e+11 0 0 3
415 10000 0 0 10438452.6 0 0 8753.955863 0 0 0 0 0 -36634.09067 0 0 43769779.31 0 0 -3.820824586e+11 0 0 3
416 10000 0 0 10447204.73 0 0 8750.298597 0 0 0 0 0 -36572.659 0 0 43751492.98 0 0 -3.817619673e+11 0 0 3
417 10000 0 0 10455953.2 0 0 8746.647456 0 0 0 0 0 -36511.4073 0 0 43733237.28 0 0 -3.814421469e+11 0 0 3
418 10000 0 0 10464698.02 0 0 8743.002423 0 0 0 0 0 -36450.33484 0 0 43715012.11 0 0 -3.811229951e+11 0 0 3
419 10000 0 0 10473439.21 0 0 8739.363479 0 0 0 0 0 -36389.44084 0 0 43696817.39 0 0 -3.808045097e+11 0 0 3
420 10000 0 0 10482176.75 0 0 8735.730606 0 0 0 0 0 -36328.72459 0 0 43678653.03 0 0 -3.804866884e+11 0 0 3
421 10000 0 0 10490910.67 0 0 8732.103788 0 0 0 0 0 -36268.18532 0 0 43660518.94 0 0 -3.801695291e+11 0 0 3
422 10000 0 0 10499640.96 0 0 8728.483005 0 0 0 0 0 -36207.82231 0 0 43642415.03 0 0 -3.798530294e+11 0 0 3
423 10000 0 0 10508367.64 0 0 8724.868242 0 0 0 0 0 -36147.63482 0 0 43624341.21 0 0 -3.795371874e+11 0 0 3
424 10000 0 0 10517090.7 0 0 8721.25948 0 0 0 0 0 -36087.62214 0 0 43606297.4 0 0 -3.792220006e+11 0 0 3
425 10000 0 0 10525810.16 0 0 8717.656701 0 0 0 0 0 -36027.78352 0 0 43588283.51 0 0 -3.789074671e+11 0 0 3
426 10000 0 0 10534526.02 0 0 8714.059889 0 0 0 0 0 -35968.11825 0 0 43570299.45 0 0 -3.785935846e+11 0 0 3
427 10000 0 0 10543238.28 0 0 8710.469027 0 0 0 0 0 -35908.62562 0 0 43552345.13 0 0 -3.782803509e+11 0 0 3
428 10000 0 0 10551946.96 0 0 8706.884096 0 0 0 0 0 -35849.30491 0 0 43534420.48 0 0 -3.77967764e+11 0 0 3
429 10000 0 0 10560652.06 0 0 8703.305081 0 0 0 0 0 -35790.15542 0 0 43516525.4 0 0 -3.776558217e+11 0 0 3
430 10000 0 0 10569353.57 0 0 8699.731963 0 0 0 0 0 -35731.17643 0 0 43498659.82 0 0 -3.773445218e+11 0 0 3
431 10000 0 0 10578051.52 0 0 8696.164726 0 0 0 0 0 -35672.36725 0 0 43480823.63 0 0 -3.770338623e+11 0 0 3
432 10000 0 0 10586745.91 0 0 8692.603354 0 0 0 0 0 -35613.72718 0 0 43463016.77 0 0 -3.76723841e+11 0 0 3
433 10000 0 0 10595436.73 0 0 8689.047828 0 0 0 0 0 -35555.25552 0 0 43445239.14 0 0 -3.764144559e+11 0 0 3
434 10000 0 0 10604124.01 0 0 8685.498133 0 0 0 0 0 -35496.95159 0 0 43427490.67 0 0 -3.761057048e+11 0 0 3
435 10000 0 0 10612807.73 0 0 8681.954252 0 0 0 0 0 -35438.81471 0 0 43409771.26 0 0 -3.757975857e+11 0 0 3
436 10000 0 0 10621487.92 0 0 8678.416167 0 0 0 0 0 -35380.84417 0 0 43392080.84 0 0 -3.754900966e+11 0 0 3
437 10000 0 0 10630164.57 0 0 8674.883863 0 0 0 0 0 -35323.03932 0 0 43374419.32 0 0 -3.751832353e+11 0 0 3
438 10000 0 0 10638837.69 0 0 8671.357323 0 0 0 0 0 -35265.39946 0 0 43356786.62 0 0 -3.748769998e+11 0 0 3
439 10000 0 0 10647507.28 0 0 8667.836531 0 0 0 0 0 -35207.92394 0 0 43339182.65 0 0 -3.745713881e+11 0 0 3
440 10000 0 0 10656173.36 0 0 8664.32147 0 0 0 0 0 -35150.61207 0 0 43321607.35 0 0 -3.742663981e+11 0 0 3
441 10000 0 0 10664835.93 0 0 8660.812123 0 0 0 0 0 -35093.46321 0 0 43304060.62 0 0 -3.739620278e+11 0 0 3
442 10000 0 0 10673494.99 0 0 8657.308476 0 0 0 0 0 -35036.47667 0 0 43286542.38 0 0 -3.736582753e+11 0 0 3
443 10000 0 0 10682150.55 0 0 8653.810511 0 0 0 0 0 -34979.65182 0 0 43269052.55 0 0 -3.733551385e+11 0 0 3
444 10000 0 0 10690802.61 0 0 8650.318212 0 0 0 0 0 -34922.98799 0 0 43251591.06 0 0 -3.730526153e+11 0 0 3
445 10000 0 0 10699451.19 0 0 8646.831563 0 0 0 0 0 -34866.48453 0 0 43234157.82 0 0 -3.727507039e+11 0 0 3
446 10000 0 0 10708096.28 0 0 8643.350549 0 0 0 0 0 -34810.14079 0 0 43216752.75 0 0 -3.724494023e+11 0 0 3
447 10000 0 0 10716737.89 0 0 8639.875154 0 0 0 0 0 -34753.95613 0 0 43199375.77 0 0 -3.721487084e+11 0 0 3
448 10000 0 0 10725376.03 0 0 8636.405361 0 0 0 0 0 -34697.92992 0 0 43182026.8 0 0 -3.718486203e+11 0 0 3
449 10000 0 0 10734010.71 0 0 8632.941154 0 0 0 0 0 -34642.0615 0 0 43164705.77 0 0 -3.715491361e+11 0 0 3
450 10000 0 0 10742641.92 0 0 8629.482519 0 0 0 0 0 -34586.35025 0 0 43147412.6 0 0 -3.712502539e+11 0 0 3
451 10000 0 0 10751269.67 0 0 8626.02944 0 0 0 0 0 -34530.79554 0 0 43130147.2 0 0 -3.709519716e+11 0 0 3
452 10000 0 0 10759893.98 0 0 8622.5819 0 0 0 0 0 -34475.39673 0 0 43112909.5 0 0 -3.706542874e+11 0 0 3
453 10000 0 0 10768514.84 0 0 8619.139885 0 0 0 0 0 -34420.15322 0 0 43095699.42 0 0 -3.703571994e+11 0 0 3
454 10000 0 0 10777132.26 0 0 8615.703378 0 0 0 0 0 -34365.06436 0 0 43078516.89 0 0 -3.700607056e+11 0 0 3
455 10000 0 0 10785746.25 0 0 8612.272365 0 0 0 0 0 -34310.12955 0 0 43061361.83 0 0 -3.697648041e+11 0 0 3
456 10000 0 0 10794356.81 0 0 8608.846831 0 0 0 0 0 -34255.34817 0 0 43044234.15 0 0 -3.694694931e+11 0 0 3
457 10000 0 0 10802963.95 0 0 8605.426759 0 0 0 0 0 -34200.71962 0 0 43027133.79 0 0 -3.691747707e+11 0 0 3
458 10000 0 0 10811567.67 0 0 8602.012134 0 0 0 0 0 -34146.24327 0 0 43010060.67 0 0 -3.688806349e+11 0 0 3
459 10000 0 0 10820167.97 0 0 8598.602943 0 0 0 0 0 -34091.91853 0 0 42993014.71 0 0 -3.68587084e+11 0 0 3
460 10000 0 0 10828764.87 0 0 8595.199168 0 0 0 0 0 -34037.74479 0 0 42975995.84 0 0 -3.682941161e+11 0 0 3
461 10000 0 0 10837358.37 0 0 8591.800796 0 0 0 0 0 -33983.72146 0 0 42959003.98 0 0 -3.680017293e+11 0 0 3
462 10000 0 0 10845948.48 0 0 8588.407811 0 0 0 0 0 -33929.84794 0 0 42942039.06 0 0 -3.677099217e+11 0 0 3
463 10000 0 0 10854535.19 0 0 8585.020199 0 0 0 0 0 -33876.12364 0 0 42925100.99 0 0 -3.674186917e+11 0 0 3
464 10000 0 0 10863118.52 0 0 8581.637944 0 0 0 0 0 -33822.54796 0 0 42908189.72 0 0 -3.671280372e+11 0 0 3
465 10000 0 0 10871698.47 0 0 8578.261032 0 0 0 0 0 -33769.12033 0 0 42891305.16 0 0 -3.668379565e+11 0 0 3
466 10000 0 0 10880275.05 0 0 8574.889448 0 0 0 0 0 -33715.84015 0 0 42874447.24 0 0 -3.665484478e+11 0 0 3
467 10000 0 0 10888848.25 0 0 8571.523177 0 0 0 0 0 -33662.70685 0 0 42857615.89 0 0 -3.662595093e+11 0 0 3
468 10000 0 0 10897418.1 0 0 8568.162205 0 0 0 0 0 -33609.71984 0 0 42840811.03 0 0 -3.659711392e+11 0 0 3
469 10000 0 0 10905984.58 0 0 8564.806517 0 0 0 0 0 -33556.87856 0 0 42824032.59 0 0 -3.656833357e+11 0 0 3
470 10000 0 0 10914547.71 0 0 8561.456099 0 0 0 0 0 -33504.18244 0 0 42807280.5 0 0 -3.65396097e+11 0 0 3
471 10000 0 0 10923107.49 0 0 8558.110936 0 0 0 0 0 -33451.63089 0 0 42790554.68 0 0 -3.651094214e+11 0 0 3
472 10000 0 0 10931663.94 0 0 8554.771014 0 0 0 0 0 -33399.22337 0 0 42773855.07 0 0 -3.648233071e+11 0 0 3
473 10000 0 0 10940217.04 0 0 8551.436318 0 0 0 0 0 -33346.95929 0 0 42757181.59 0 0 -3.645377523e+11 0 0 3
474 10000 0 0 10948766.81 0 0 8548.106834 0 0 0 0 0 -33294.83811 0 0 42740534.17 0 0 -3.642527553e+11 0 0 3
475 10000 0 0 10957313.26 0 0 8544.782548 0 0 0 0 0 -33242.85927 0 0 42723912.74 0 0 -3.639683143e+11 0 0 3
476 10000 0 0 10965856.38 0 0 8541.463446 0 0 0 0 0 -33191.02221 0 0 42707317.23 0 0 -3.636844276e+11 0 0 3
477 10000 0 0 10974396.19 0 0 8538.149513 0 0 0 0 0 -33139.32638 0 0 42690747.57 0 0 -3.634010936e+11 0 0 3
478 10000 0 0 10982932.68 0 0 8534.840736 0 0 0 0 0 -33087.77123 0 0 42674203.68 0 0 -3.631183103e+11 0 0 3
479 10000 0 0 10991465.87 0 0 8531.5371 0 0 0 0 0 -33036.35621 0 0 42657685.5 0 0 -3.628360763e+11 0 0 3
480 10000 0 0 10999995.76 0 0 8528.238592 0 0 0 0 0 -32985.08079 0 0 42641192.96 0 0 -3.625543897e+11 0 0 3
481 10000 0 0 11008522.35 0 0 8524.945198 0 0 0 0 0 -32933.94441 0 0 42624725.99 0 0 -3.622732488e+11 0 0 3
482 10000 0 0 11017045.65 0 0 8521.656903 0 0 0 0 0 -32882.94655 0 0 42608284.52 0 0 -3.61992652e+11 0 0 3
483 10000 0 0 11025565.67 0 0 8518.373695 0 0 0 0 0 -32832.08667 0 0 42591868.47 0 0 -3.617125976e+11 0 0 3
484 10000 0 0 11034082.4 0 0 8515.095558 0 0 0 0 0 -32781.36423 0 0 42575477.79 0 0 -3.614330839e+11 0 0 3
485 10000 0 0 11042595.86 0 0 8511.82248 0 0 0 0 0 -32730.7787 0 0 42559112.4 0 0 -3.611541092e+11 0 0 3
486 10000 0 0 11051106.05 0 0 8508.554447 0 0 0 0 0 -32680.32956 0 0 42542772.24 0 0 -3.608756719e+11 0 0 3
487 10000 0 0 11059612.97 0 0 8505.291446 0 0 0 0 0 -32630.01628 0 0 42526457.23 0 0 -3.605977703e+11 0 0 3
488 10000 0 0 11068116.63 0 0 8502.033462 0 0 0 0 0 -32579.83835 0 0 42510167.31 0 0 -3.603204028e+11 0 0 3
489 10000 0 0 11076617.04 0 0 8498.780482 0 0 0 0 0 -32529.79523 0 0 42493902.41 0 0 -3.600435677e+11 0 0 3
490 10000 0 0 11085114.2 0 0 8495.532494 0 0 0 0 0 -32479.88642 0 0 42477662.47 0 0 -3.597672634e+11 0 0 3
491 10000 0 0 11093608.11 0 0 8492.289483 0 0 0 0 0 -32430.1114 0 0 42461447.41 0 0 -3.594914882e+11 0 0 3
492 10000 0 0 11102098.78 0 0 8489.051436 0 0 0 0 0 -32380.46965 0 0 42445257.18 0 0 -3.592162407e+11 0 0 3
493 10000 0 0 11110586.21 0 0 8485.81834 0 0 0 0 0 -32330.96068 0 0 42429091.7 0 0 -3.58941519e+11 0 0 3
494 10000 0 0 11119070.42 0 0 8482.590181 0 0 0 0 0 -32281.58397 0 0 42412950.91 0 0 -3.586673217e+11 0 0 3
495 10000 0 0 11127551.4 0 0 8479.366947 0 0 0 0 0 -32232.33901 0 0 42396834.74 0 0 -3.583936472e+11 0 0 3
496 10000 0 0 11136029.15 0 0 8476.148625 0 0 0 0 0 -32183.22531 0 0 42380743.12 0 0 -3.581204937e+11 0 0 3
497 10000 0 0 11144503.7 0 0 8472.9352 0 0 0 0 0 -32134.24237 0 0 42364676 0 0 -3.578478599e+11 0 0 3
498 10000 0 0 11152975.03 0 0 8469.726661 0 0 0 0 0 -32085.38969 0 0 42348633.31 0 0 -3.57575744e+11 0 0 3
499 10000 0 0 11161443.15 0 0 8466.522995 0 0 0 0 0 -32036.66677 0 0 42332614.97 0 0 -3.573041445e+11 0 0 3
500 10000 0 0 11169908.07 0 0 8463.324187 0 0 0 0 0 -31988.07313 0 0 42316620.94 0 0 -3.570330598e+11 0 0 3
501 10000 0 0 11178369.8 0 0 8460.130227 0 0 0 0 0 -31939.60828 0 0 42300651.13 0 0 -3.567624884e+11 0 0 3
502 10000 0 0 11186828.34 0 0 8456.941099 0 0 0 0 0 -31891.27172 0 0 42284705.5 0 0 -3.564924287e+11 0 0 3
503 10000 0 0 11195283.69 0 0 8453.756793 0 0 0 0 0 -31843.06297 0 0 42268783.97 0 0 -3.562228792e+11 0 0 3
504 10000 0 0 11203735.85 0 0 8450.577295 0 0 0 0 0 -31794.98156 0 0 42252886.48 0 0 -3.559538384e+11 0 0 3
505 10000 0 0 11212184.84 0 0 8447.402592 0 0 0 0 0 -31747.027 0 0 42237012.96 0 0 -3.556853046e+11 0 0 3
506 10000 0 0 11220630.66 0 0 8444.232672 0 0 0 0 0 -31699.19881 0 0 42221163.36 0 0 -3.554172764e+11 0 0 3
507 10000 0 0 11229073.31 0 0 8441.067523 0 0 0 0 0 -31651.49652 0 0 42205337.61 0 0 -3.551497523e+11 0 0 3
508 10000 0 0 11237512.8 0 0 8437.907131 0 0 0 0 0 -31603.91965 0 0 42189535.65 0 0 -3.548827307e+11 0 0 3
509 10000 0 0 11245949.13 0 0 8434.751484 0 0 0 0 0 -31556.46774 0 0 42173757.42 0 0 -3.546162101e+11 0 0 3
510 10000 0 0 11254382.3 0 0 8431.60057 0 0 0 0 0 -31509.14032 0 0 42158002.85 0 0 -3.543501891e+11 0 0 3
511 10000 0 0 11262812.33 0 0 8428.454376 0 0 0 0 0 -31461.93692 0 0 42142271.88 0 0 -3.540846661e+11 0 0 3
512 10000 0 0 11271239.21 0 0 8425.312891 0 0 0 0 0 -31414.85707 0 0 42126564.45 0 0 -3.538196396e+11 0 0 3
